dpto5,year,eci_software,n_languages,n_repos,avg_ubiquity
06091,2025,0.5231543788575861,17,611.0,49.588235294117645
06098,2025,0.3536902754522703,8,115.0,55.75
06105,2025,-0.4965641642936434,8,124.0,73.375
06112,2025,-1.9718948919940802,3,80.0,121.33333333333333
06119,2025,-0.17172093836640762,9,33.0,72.22222222222223
06126,2025,0.8886235390812411,22,403.0,43.45454545454545
06147,2025,0.056985462128234216,9,94.0,55.111111111111114
06161,2025,-0.0397782937731455,8,58.0,62.0
06175,2025,-0.13730701533548562,4,15.0,75.5
06182,2025,-0.06119428288407291,9,209.0,61.0
06189,2025,-1.7637930748128552,3,32.0,111.0
06196,2025,-0.650709932550179,8,14.0,72.25
06203,2025,-0.94152298406796,5,45.0,88.0
06210,2025,-0.3508063416210525,9,34.0,63.44444444444444
06224,2025,-0.056605727769386376,10,283.0,64.4
06231,2025,-0.797111317079929,4,22.0,83.25
06238,2025,-0.5991502072750138,4,48.0,88.5
06245,2025,-0.24536498504931858,9,116.0,70.55555555555556
06252,2025,0.08051619721883692,14,228.0,53.5
06260,2025,-0.26559024462912917,11,445.0,66.54545454545455
06270,2025,-0.3354632553640565,11,148.0,69.81818181818181
06274,2025,0.9344610108854688,13,396.0,45.30769230769231
06277,2025,-1.0537244447449803,3,20.0,88.33333333333333
06280,2025,0.2139053137405204,8,149.0,56.625
06301,2025,-1.3879148663632281,3,15.0,98.0
06315,2025,-0.29270130563808805,7,29.0,76.71428571428571
06322,2025,-2.143296302453855,2,26.0,120.0
06357,2025,1.110172857388596,27,13286.0,40.0
06364,2025,0.36883724549220304,15,140.0,57.0
06371,2025,0.1259932734706006,11,442.0,59.72727272727273
06385,2025,-1.004138507805214,5,22.0,83.2
06392,2025,-1.7168320118871696,5,16.0,103.6
06399,2025,0.3559029065539496,7,26.0,57.0
06408,2025,0.7834858121048512,15,735.0,46.0
06410,2025,-0.3163974599514147,10,149.0,63.8
06412,2025,-0.09006571080968485,9,92.0,67.55555555555556
06413,2025,0.6765646020817396,13,378.0,56.30769230769231
06420,2025,-0.3611213814184233,7,69.0,69.71428571428571
06427,2025,0.7927393484296297,22,787.0,44.04545454545455
06434,2025,0.9201745593054659,16,459.0,47.125
06441,2025,1.9678703917385274,39,13838.0,28.0
06455,2025,-0.6721233130547015,5,63.0,75.8
06462,2025,-1.5138780119723372,3,17.0,94.66666666666667
06469,2025,-0.5849838412828641,3,18.0,72.33333333333333
06483,2025,-0.6917293215975315,8,71.0,78.125
06490,2025,0.9374538875788918,22,1239.0,42.09090909090909
06497,2025,0.9942715715077429,17,230.0,41.76470588235294
06505,2025,-1.0692996004377249,3,23.0,85.33333333333333
06511,2025,-1.1713303397456587,5,24.0,91.4
06515,2025,0.5069796831191192,13,325.0,46.46153846153846
06518,2025,-0.9977727711984259,8,70.0,83.0
06525,2025,0.18116457823881904,7,17.0,68.42857142857143
06532,2025,-0.8127148090449976,8,300.0,77.125
06539,2025,1.2228742564514645,16,449.0,31.75
06547,2025,-0.34372760062688623,11,347.0,68.81818181818181
06553,2025,-0.15707063185684295,7,34.0,67.85714285714286
06560,2025,0.09772422818040745,12,223.0,62.75
06568,2025,0.9040484681880188,22,513.0,44.81818181818182
06574,2025,-0.9899403228605276,7,41.0,85.42857142857143
06581,2025,0.2517118508856021,15,701.0,55.46666666666667
06588,2025,0.7133359646312065,7,24.0,50.42857142857143
06595,2025,0.6795591901328869,15,338.0,44.53333333333333
06602,2025,1.6967472784536364,23,474.0,36.30434782608695
06623,2025,1.4844465303331829,24,787.0,42.125
06638,2025,0.8450680108714916,25,1068.0,46.72
06644,2025,0.34838846585960126,15,322.0,54.266666666666666
06648,2025,-0.10376322046587583,5,40.0,64.0
06651,2025,-0.7892820162673152,5,26.0,79.8
06655,2025,-0.7901115552703396,4,11.0,83.75
06658,2025,1.5049066482093807,27,2186.0,34.074074074074076
06665,2025,-0.24906077591327333,8,174.0,70.125
06672,2025,-0.34352677182169833,8,25.0,68.25
06686,2025,-0.25978084483720026,6,52.0,67.16666666666667
06693,2025,0.49559186188410215,6,18.0,61.166666666666664
06700,2025,-0.21362429008648806,3,17.0,52.333333333333336
06707,2025,-0.6647830938268089,6,26.0,76.66666666666667
06714,2025,-1.0716283497208026,4,14.0,105.0
06728,2025,-0.14393145508601957,5,15.0,75.0
06735,2025,-0.7637074863889312,6,36.0,82.5
06742,2025,-1.9438848414731513,3,16.0,104.33333333333333
06749,2025,0.5905137168739033,11,500.0,46.54545454545455
06756,2025,0.8579247886663091,23,545.0,44.130434782608695
06760,2025,1.2494384347282672,17,3272.0,41.64705882352941
06763,2025,0.39399246158124673,14,528.0,55.07142857142857
06770,2025,-0.20516355263372635,8,121.0,67.375
06778,2025,-0.58295397012186,5,51.0,87.4
06784,2025,-0.9797452881912897,6,21.0,80.66666666666667
06791,2025,1.664570284037333,30,6592.0,32.93333333333333
06798,2025,-1.698757889633806,4,13.0,109.75
06805,2025,0.7195655352063934,17,764.0,45.470588235294116
06819,2025,0.27184312860637605,9,71.0,58.0
06826,2025,0.09437832169097775,10,178.0,63.7
06833,2025,-0.04549223116549774,10,199.0,62.0
06840,2025,0.18415302945508996,14,383.0,55.857142857142854
06854,2025,-0.45386863046659986,6,23.0,72.83333333333333
06861,2025,1.373791297541053,17,589.0,43.470588235294116
06868,2025,0.5119012266555315,9,142.0,49.0
06882,2025,0.18136986925055035,9,93.0,51.55555555555556
10021,2025,-0.4581389113986072,5,26.0,75.0
10049,2025,1.138774887033263,16,1540.0,38.75
10105,2025,-0.45318357760199074,5,42.0,80.0
14007,2025,0.4354195705671896,11,145.0,53.36363636363637
14014,2025,2.1512648725416863,46,36288.0,24.82608695652174
14021,2025,0.5578435004465332,21,1012.0,50.42857142857143
14028,2025,-0.04538823791648856,12,329.0,63.0
14035,2025,-0.9422701472597731,5,30.0,94.6
14042,2025,0.772673909657904,18,1519.0,47.0
14049,2025,-0.6077598170169877,3,32.0,81.0
14056,2025,-0.643534292569434,8,208.0,75.125
14063,2025,0.4057818952099946,11,201.0,48.36363636363637
14084,2025,-0.09841938793663045,7,24.0,69.28571428571429
14091,2025,1.283578289771918,26,1285.0,40.11538461538461
14098,2025,1.5487304476297818,31,2583.0,33.61290322580645
14119,2025,0.2317181425272669,10,136.0,59.0
14126,2025,-0.2989487150826446,9,107.0,69.66666666666667
14140,2025,0.21432714686090876,17,1406.0,53.588235294117645
14147,2025,0.7685475358936772,17,418.0,47.0
14161,2025,0.9316188547640816,18,388.0,48.333333333333336
14182,2025,1.0379519985718133,20,313.0,46.45
18007,2025,1.466937440681612,11,141.0,37.63636363636363
18021,2025,1.1694230656920495,27,5508.0,39.48148148148148
18084,2025,-0.939330372375775,6,50.0,76.83333333333333
18168,2025,0.21365468207486374,3,20.0,61.0
22021,2025,-0.8043275877715701,9,260.0,83.11111111111111
22098,2025,-0.3426155986574232,5,39.0,60.6
22105,2025,-1.4766562867888016,5,45.0,99.6
22140,2025,1.3461367519700298,21,3800.0,42.23809523809524
22168,2025,-0.25037913010681123,5,47.0,86.4
26007,2025,2.3849979592224746,13,575.0,26.46153846153846
26021,2025,0.4672000650929638,17,354.0,56.588235294117645
26035,2025,-0.8630623955771256,9,264.0,81.77777777777777
26042,2025,0.13945842740731618,8,87.0,61.25
26077,2025,1.2068499692804873,30,1335.0,38.833333333333336
30008,2025,0.8423247192589541,16,211.0,45.5625
30015,2025,1.3929515874746876,28,1082.0,35.464285714285715
30021,2025,0.1667708795808408,9,61.0,60.77777777777778
30028,2025,0.20819487959120894,11,60.0,61.18181818181818
30049,2025,0.4373043351534065,10,79.0,58.4
30056,2025,0.531141677225553,19,442.0,48.421052631578945
30077,2025,-0.4740965392292487,6,42.0,78.33333333333333
30084,2025,1.6212554647356692,27,2845.0,33.74074074074074
30088,2025,-0.6443709253111091,8,77.0,81.375
30091,2025,-0.1096995581442196,7,32.0,61.0
30098,2025,1.6684985591501944,22,1192.0,33.63636363636363
30105,2025,-0.7739179690045717,7,62.0,86.57142857142857
30113,2025,-1.9438848414731513,3,21.0,104.33333333333333
34014,2025,0.6673136942902804,17,4129.0,42.529411764705884
38021,2025,0.6234792461897445,17,4889.0,50.05882352941177
38035,2025,-1.1793740949969476,5,80.0,90.4
38042,2025,-0.7161316269913067,7,58.0,85.0
38094,2025,0.17652846536628503,4,13.0,71.0
46014,2025,-1.1438969081777313,2,10.0,101.5
50007,2025,1.8191478077144436,35,12790.0,30.942857142857143
50014,2025,-0.6141503465972753,9,87.0,71.22222222222223
50021,2025,0.04958571191931734,9,444.0,60.111111111111114
50028,2025,-0.23645944255161105,6,52.0,71.16666666666667
50056,2025,-0.772872899427204,3,10.0,77.0
50070,2025,-1.4417770843794835,3,127.0,105.0
50105,2025,1.3606135907580938,22,1501.0,43.59090909090909
50119,2025,-0.7314881965253227,7,17.0,75.14285714285714
54007,2025,0.9047235519090006,19,119.0,44.421052631578945
54014,2025,-2.025240368602778,3,21.0,106.33333333333333
54028,2025,0.914351253705933,24,4061.0,43.25
54042,2025,0.8036812636222349,14,130.0,46.214285714285715
54063,2025,0.5067729417927334,18,108.0,49.5
54070,2025,-0.3515282113291346,9,19.0,66.77777777777777
54077,2025,-0.5261421806852169,5,91.0,80.0
54084,2025,-2.025240368602778,3,42.0,106.33333333333333
54091,2025,0.049880147816584154,14,242.0,58.857142857142854
54098,2025,-0.4652023041458374,10,126.0,69.8
54119,2025,-0.09412934621520443,3,12.0,74.33333333333333
58035,2025,1.0513748077215663,28,1780.0,42.714285714285715
58042,2025,-0.3053799317966557,4,16.0,69.0
58056,2025,0.7246004559859153,11,54.0,52.09090909090909
58070,2025,-0.5038834313478646,5,13.0,83.8
58112,2025,-1.2004639546416271,5,23.0,89.4
62021,2025,2.025338212662531,35,2251.0,28.228571428571428
62042,2025,1.7716920198784663,26,768.0,34.96153846153846
66021,2025,-2.143296302453855,2,13.0,120.0
66028,2025,1.0214490702682997,24,5534.0,41.416666666666664
66049,2025,-0.5171811023188556,4,13.0,85.25
66056,2025,-1.065898875929857,3,31.0,92.0
66077,2025,-1.2615726560693517,3,23.0,99.0
66140,2025,-0.4778700274300357,4,26.0,86.75
70028,2025,-0.2582200874638893,9,93.0,64.33333333333333
70035,2025,-0.4146351638920515,1,10.0,73.0
74056,2025,1.41206275609294,24,1143.0,35.666666666666664
78021,2025,-2.143296302453855,2,10.0,120.0
82007,2025,0.22276372638781106,7,23.0,69.85714285714286
82014,2025,1.2370811675630249,12,239.0,42.583333333333336
82021,2025,0.9499490710304049,23,1736.0,43.0
82028,2025,-0.7540125760403802,7,50.0,79.57142857142857
82042,2025,0.3502185465726784,13,404.0,58.46153846153846
82049,2025,0.881568340828758,21,483.0,42.523809523809526
82063,2025,2.1651115155826366,38,18026.0,25.394736842105264
82070,2025,0.47988909048245293,13,269.0,46.23076923076923
82077,2025,0.33946353108280597,6,24.0,67.33333333333333
82084,2025,1.832855348694869,43,12281.0,27.023255813953487
82091,2025,-1.2936769034686864,3,16.0,81.33333333333333
82105,2025,-1.9718948919940802,3,48.0,121.33333333333333
82112,2025,-0.4918608445151295,6,52.0,81.83333333333333
82119,2025,-0.6299035315299123,9,60.0,74.55555555555556
82133,2025,0.1935148288752884,6,13.0,60.666666666666664
86049,2025,0.3019400378112796,5,61.0,55.0
90021,2025,-1.5524498187320646,5,166.0,98.4
90049,2025,-1.751125361768971,2,10.0,127.0
90070,2025,-1.192212364183627,5,16.0,92.8
90077,2025,-1.552173019781366,4,14.0,106.25
90084,2025,1.1815768203182195,18,5796.0,40.111111111111114
90105,2025,0.39568334450972614,3,28.0,55.0
90112,2025,-2.0212630117594164,2,12.0,117.0
90119,2025,-1.060290988156566,8,97.0,88.0
94015,2025,1.9756884550255032,24,1598.0,30.0
