rank,dpto5,departamento,provincia,mca_cluster_label,eci_software,eci_diversity,eci_avg_ubiquity,gh_total_developers,gh_total_repos,pob_2022,pct_nbi_2010,pct_jefe_sec_2010,pct_pc_2010,rad_2014,pob_2010,tasa_empleo_2010
129,22168,25 de Mayo,Chaco,Peripheral-Deprived,-0.1832676944989586,5,86.6,3.0,70.0,32606.0,26.088688263409452,14.763674986723315,17.578332448220923,16.788223228856815,29215.0,57.756142
130,50028,Guaymallén,Mendoza,Metropolitan-Diversified,-0.19228578583476197,6,71.16666666666667,4.0,88.0,320871.0,6.459821988216121,39.85959633947599,47.07032719067318,59.318318457545566,283803.0,71.604822
131,06770,San Pedro,Buenos Aires,Intermediate-Urban,-0.21053408758762773,8,67.5,15.0,174.0,68353.0,7.662274280136652,28.165500786291418,40.15508920340545,18.221195714574872,59036.0,70.681791
132,06665,Ramallo,Buenos Aires,Pampeana-Educated,-0.2294640502752123,8,70.25,22.0,213.0,39648.0,6.185668071757671,27.99725517106166,43.770218606019014,23.00060113410287,33042.0,68.777882
133,06245,Ensenada,Buenos Aires,Metropolitan-Diversified,-0.24228252309141307,9,70.88888888888889,12.0,141.0,63978.0,10.296393968927363,38.94972195149917,48.32310955684228,93.61014477817292,56729.0,74.327029
134,70028,Capital,San Juan,Metropolitan-Core,-0.2623356027303298,9,64.44444444444444,12.0,117.0,114849.0,4.105847455138183,60.11923991894035,53.88704514082646,81.3742933003497,109123.0,72.885885
135,14126,San Alberto,Córdoba,Peripheral-Deprived,-0.2692484740335904,9,69.66666666666667,24.0,141.0,42029.0,13.594961240310077,28.963178294573645,29.29263565891473,19.098967688394314,37004.0,63.759384
136,06315,General Juan Madariaga,Buenos Aires,Pampeana-Educated,-0.27192761968978224,7,77.0,4.0,38.0,22566.0,7.548957675300064,25.22109917877448,39.30827542640556,14.15565230705434,19747.0,73.143631
137,06260,Esteban Echeverría,Buenos Aires,Metropolitan-Diversified,-0.27652211475320854,11,66.72727272727273,41.0,598.0,337880.0,10.772291511541326,33.34768242740134,43.453322784810126,70.84952572161727,300959.0,73.947554
138,06410,Ituzaingó,Buenos Aires,Metropolitan-Core,-0.27897809953330677,10,64.2,23.0,204.0,177983.0,4.906305886011975,47.333022315527565,57.238939429282325,64.79773626147693,167824.0,76.828226
139,54070,Leandro N. Alem,Misiones,Intermediate-Urban,-0.28600107881431125,9,67.11111111111111,14.0,48.0,49391.0,14.851106177753962,22.804868713159305,23.179973972288142,12.975374828765249,45075.0,63.558676
140,70035,Caucete,San Juan,Intermediate-Urban,-0.2884997504830555,1,75.0,3.0,13.0,44017.0,15.605162928480745,22.809987304274227,26.745662293694455,30.893897041155196,38343.0,55.313535
141,58042,Chos Malal,Neuquén,Metropolitan-Diversified,-0.2941048860690919,4,69.5,2.0,38.0,18289.0,10.695652173913043,31.0,45.91304347826087,21.135593125850516,15256.0,71.205925
142,06672,Rauch,Buenos Aires,Pampeana-Educated,-0.2954401299521512,8,68.375,4.0,33.0,16491.0,2.779342723004695,25.239436619718308,36.413145539906104,10.225609988659981,15176.0,77.853749
143,06270,Ezeiza,Buenos Aires,Intermediate-Urban,-0.3319603966849903,11,69.81818181818181,17.0,183.0,198620.0,14.102996380965227,29.87614359251017,39.514914469395556,43.310663116698464,163722.0,74.470761
144,06210,Chacabuco,Buenos Aires,Pampeana-Educated,-0.3415774341741209,9,63.55555555555556,11.0,44.0,52409.0,4.09796314258002,28.61905916585839,42.173860329776915,20.448149554468813,48703.0,75.296025
145,06547,Monte,Buenos Aires,Pampeana-Educated,-0.34369057775180084,11,69.0,22.0,444.0,24616.0,5.78412023683012,29.391225140428116,41.2327311370882,20.146403300417564,21034.0,73.952912
146,22098,Mayor Luis J. Fontana,Chaco,Intermediate-Urban,-0.3444487000041602,5,60.8,4.0,52.0,59798.0,19.21264924169087,22.33623749596644,26.3891577928364,26.50450270324048,55080.0,62.467605
147,06420,La Costa,Buenos Aires,Metropolitan-Diversified,-0.3565379252927158,8,70.5,19.0,153.0,100400.0,5.753893690759531,39.23337091319053,40.51108605787298,36.20372661501893,69633.0,70.448978
148,30077,Nogoyá,Entre Ríos,Pampeana-Educated,-0.38958438334636847,6,78.83333333333333,13.0,60.0,42954.0,6.094863602850824,28.188744163185056,32.56328336200541,10.516699550231582,39026.0,66.221766
149,66140,Rosario de la Frontera,Salta,Intermediate-Urban,-0.39744116472043967,4,87.25,3.0,34.0,33750.0,14.840445982314494,24.067666282199156,24.810970139689864,14.643072564401953,28993.0,61.376095
150,50014,General Alvear,Mendoza,Intermediate-Urban,-0.4220929809997268,8,70.5,9.0,104.0,52379.0,7.994304312449145,25.56278817466775,34.892866829400596,26.495213127760934,46429.0,66.22141
151,66049,General Güemes,Salta,Intermediate-Urban,-0.4309706328545049,4,85.75,2.0,22.0,55746.0,15.775817332641411,26.682234907455456,26.94170558726864,25.70751718031568,47226.0,58.897854
152,06854,25 de Mayo,Buenos Aires,Pampeana-Educated,-0.43957654492876286,6,73.16666666666667,4.0,49.0,35411.0,4.131765463917525,25.74903350515464,38.99806701030928,10.028663192423659,35842.0,72.359695
153,06196,Coronel Pringles,Buenos Aires,Pampeana-Educated,-0.4412404411029542,7,64.42857142857143,2.0,19.0,24110.0,3.7668272199580093,27.182907249598617,38.87859701123873,13.423563055895555,22933.0,72.876066
154,82112,San Justo,Santa Fe,Pampeana-Educated,-0.4433288982661257,6,81.5,24.0,173.0,46486.0,6.131320064058568,28.856859604972165,37.02432700373675,24.53933248426659,40904.0,68.636402
155,10021,Andalgalá,Catamarca,Intermediate-Urban,-0.44589160580633946,5,75.2,1.0,35.0,19545.0,11.070896316797956,31.31786246540345,27.570789865871834,7.5084534757795725,18132.0,63.659847
156,54098,San Ignacio,Misiones,Peripheral-Deprived,-0.45414682560349495,10,70.2,9.0,160.0,63194.0,19.733453515323205,19.913726500128767,20.435230491887715,6.836878467584256,57728.0,58.46067
157,10105,Tinogasta,Catamarca,Semi-Rural-Active,-0.45916468169804575,5,80.4,4.0,45.0,25254.0,10.8143752060666,32.08044840092318,26.2776129244972,6.622018923047777,22360.0,65.257369
158,58070,Los Lagos,Neuquén,Metropolitan-Core,-0.4597061931301918,5,84.0,5.0,26.0,15502.0,6.293127242616616,47.11565001380072,61.35799061551201,6.6033294672485,11998.0,80.236917
159,06105,Bolívar,Buenos Aires,Pampeana-Educated,-0.4744285181863221,8,73.625,13.0,157.0,37194.0,3.36610564905849,30.436593901016497,40.53491084819197,25.142029517243664,34190.0,74.686006
160,54077,Libertador General San Martín,Misiones,Peripheral-Deprived,-0.47659737389132145,5,80.4,12.0,123.0,52166.0,15.888949886283429,21.017959375735238,25.67641753587954,11.54268943123973,46561.0,60.369807
161,38042,Palpalá,Jujuy,Intermediate-Urban,-0.4984509673508419,6,77.83333333333333,9.0,92.0,65522.0,11.485822306238186,32.6124763705104,36.34026465028355,24.075408233148252,52631.0,62.945615
162,06469,Lincoln,Buenos Aires,Pampeana-Educated,-0.498656698396809,3,73.33333333333333,9.0,34.0,45191.0,3.3314977973568283,32.06222466960352,47.095264317180614,16.445784374899517,41808.0,73.705196
163,06778,San Vicente,Buenos Aires,Intermediate-Urban,-0.5174749919409475,5,87.2,8.0,59.0,97929.0,15.459219443795279,31.04697359196074,36.98293993923814,22.291873370844737,59478.0,69.121738
164,06238,Dolores,Buenos Aires,Pampeana-Educated,-0.5910706856945359,4,88.5,11.0,73.0,31405.0,3.5206574855619723,36.472678809418035,46.55708573967126,20.97885231597756,27042.0,72.550826
165,82119,San Lorenzo,Santa Fe,Metropolitan-Core,-0.6123354249489328,9,74.55555555555556,21.0,264.0,193786.0,6.357807652533609,33.27197518097208,44.72182006204757,52.434099994769205,157255.0,69.811301
166,30088,San Salvador,Entre Ríos,Intermediate-Urban,-0.6314357261927351,8,81.5,7.0,117.0,20786.0,8.293703633250903,21.266882252235114,38.63420201635914,18.936732637985696,17357.0,65.68395
167,06483,Lobos,Buenos Aires,Pampeana-Educated,-0.6447251426188304,8,78.125,6.0,105.0,41418.0,4.596135841348199,27.55128096008171,40.29279087581922,15.285744994628853,36172.0,73.751982
168,06707,Saladillo,Buenos Aires,Pampeana-Educated,-0.6587556521408584,6,77.16666666666667,6.0,42.0,35423.0,3.333952451708767,28.306092124814263,42.70988112927191,25.322693839337074,32103.0,75.069403
169,14056,Juárez Celman,Córdoba,Metropolitan-Core,-0.6638572908624827,8,75.25,25.0,261.0,67648.0,5.120283616105343,26.852367688022284,47.01949860724234,29.30834322716735,61078.0,74.145501
170,06455,Las Flores,Buenos Aires,Pampeana-Educated,-0.698749644292089,5,75.4,7.0,75.0,27136.0,4.4076464142213565,27.322537440642883,35.82125897966638,25.060783805158827,23871.0,73.074954
171,06735,San Antonio de Areco,Buenos Aires,Pampeana-Educated,-0.7220148047636246,6,82.5,7.0,41.0,26695.0,3.93547489917953,31.455986649979142,50.938673341677095,17.715357858682882,23138.0,77.257648
172,82028,Constitución,Santa Fe,Metropolitan-Core,-0.7292603721410272,7,80.0,13.0,67.0,93000.0,5.839020691149388,32.22836095764273,44.06889827754306,34.67739783290057,86910.0,67.517945
173,50119,Tunuyán,Mendoza,Intermediate-Urban,-0.7366280462800154,7,75.14285714285714,2.0,25.0,59972.0,12.897030580587975,26.86512040183188,36.42340079775447,14.265815960717356,49458.0,67.030021
174,26035,Futaleufú,Chubut,Metropolitan-Diversified,-0.7648332343035756,10,77.8,23.0,334.0,49965.0,8.930131004366812,37.27802037845706,52.503639010189225,24.098207387498675,43076.0,73.053015
175,30105,Victoria,Entre Ríos,Intermediate-Urban,-0.7693857863575017,7,86.85714285714286,10.0,96.0,40301.0,8.72276959233481,33.30018982192895,35.51477899303986,25.989283525310643,35767.0,68.614501
176,06655,Punta Indio,Buenos Aires,Metropolitan-Core,-0.7800220746723602,4,83.75,5.0,20.0,12161.0,6.358042777615001,36.53677116905948,42.77761500146499,5.456425904975513,9888.0,74.296606
177,22021,Comandante Fernández,Chaco,Intermediate-Urban,-0.7853695054723896,9,83.55555555555556,33.0,358.0,101086.0,16.377777777777776,28.9,30.16296296296296,50.23455387935266,96944.0,68.009035
178,50056,Lavalle,Mendoza,Peripheral-Deprived,-0.7873493956539601,3,77.33333333333333,1.0,11.0,47086.0,18.40543747977128,13.475024274463264,22.764052217067643,6.836983444869192,36738.0,65.33502
179,06532,Mercedes,Buenos Aires,Pampeana-Educated,-0.7952062927614711,8,77.375,25.0,382.0,71002.0,5.100425447709508,40.89245077668942,48.911645394281194,23.130531571213492,63284.0,76.091721
180,06231,Daireaux,Buenos Aires,Pampeana-Educated,-0.8081670367326649,4,83.0,3.0,30.0,18328.0,4.0700857820770215,25.971892681146194,41.63168461398065,6.709232435843036,16889.0,76.096152
181,06651,Puán,Buenos Aires,Pampeana-Educated,-0.8406981037151051,5,80.2,2.0,27.0,16391.0,1.0587863463969658,27.860303413400757,40.80278128950695,6.206752236831515,15743.0,78.005673
182,14035,General Roca,Córdoba,Pampeana-Educated,-0.8509215024255345,5,94.8,3.0,37.0,36064.0,6.831495520330806,24.129910406616126,40.3342522398346,19.555317193831517,35645.0,72.939606
183,06203,Coronel Suárez,Buenos Aires,Pampeana-Educated,-0.9050906294788079,5,88.4,9.0,103.0,41713.0,2.349267712437737,29.395583971451938,44.903724630139024,13.142751046982461,38320.0,79.712432
184,18084,Ituzaingó,Corrientes,Peripheral-Deprived,-0.9234556874040311,6,77.5,11.0,70.0,38767.0,16.887773395482252,25.038843073981116,28.492888729532687,5.721101573300549,31150.0,59.055631
185,06077,Arrecifes,Buenos Aires,Pampeana-Educated,-0.9568127434818993,5,88.2,7.0,62.0,32077.0,4.3473706264403935,25.644248900062852,39.901529436413156,22.602902200889172,29044.0,72.822465
186,06784,Suipacha,Buenos Aires,Pampeana-Educated,-0.9661508651916302,6,81.33333333333333,3.0,21.0,11736.0,4.65043695380774,28.15230961298377,43.91385767790262,5.204776459289905,10081.0,72.399373
187,06714,Salto,Buenos Aires,Pampeana-Educated,-0.9805465138071556,4,105.25,5.0,18.0,39257.0,5.192253718776312,29.375994012536253,44.1294789035457,31.70612136115081,32653.0,72.776509
188,06574,Navarro,Buenos Aires,Pampeana-Educated,-0.9811370985390789,7,85.28571428571429,11.0,54.0,19888.0,5.412516444277392,21.499718098101862,38.35745160684082,10.024675384943158,17054.0,72.364643
189,06518,Mar Chiquita,Buenos Aires,Pampeana-Educated,-1.0072965528376785,8,83.25,7.0,80.0,32973.0,5.144061841180604,34.420238931834156,41.15249472944483,17.993615459377654,21279.0,70.705113
190,06385,General Viamonte,Buenos Aires,Pampeana-Educated,-1.0333736034016092,5,83.6,3.0,27.0,22530.0,3.0862233534839327,27.601018135539295,42.25262488068724,19.484805539837385,18078.0,72.683629
191,46014,Capital,La Rioja,Metropolitan-Diversified,-1.0397566927967645,2,102.0,5.0,20.0,210507.0,10.417859187178019,49.99386703737019,47.060266579442306,54.27531473616511,180995.0,71.387209
192,90119,Yerba Buena,Tucumán,Metropolitan-Diversified,-1.0447303490679114,8,88.5,16.0,134.0,102589.0,8.329741379310345,54.488146551724135,54.224137931034484,33.62668823616364,75076.0,71.844617
193,66056,General José de San Martín,Salta,Intermediate-Urban,-1.0455967199018945,3,92.66666666666667,7.0,50.0,177448.0,26.000263747857048,25.739153369378872,23.998417512857706,28.034267494838836,156910.0,58.151537
194,06505,Magdalena,Buenos Aires,Pampeana-Educated,-1.0602372887072278,3,85.33333333333333,3.0,25.0,22653.0,7.894736842105263,33.613288540500186,44.45688689809631,15.568968236935701,19301.0,74.606098
195,06277,Florentino Ameghino,Buenos Aires,Pampeana-Educated,-1.0988847742090688,3,88.0,2.0,26.0,10759.0,4.219691895512391,25.150703281982587,45.478901540522436,10.202712636140697,8869.0,75.958119
196,90070,Monteros,Tucumán,Peripheral-Deprived,-1.1401065946253774,5,92.8,2.0,20.0,77469.0,13.390617160060211,24.93100852985449,24.485699949824387,12.358505457360456,63641.0,59.567656
197,06511,Maipú,Buenos Aires,Pampeana-Educated,-1.1592425342638841,5,91.4,1.0,25.0,11253.0,4.989846243109951,28.923701769654773,41.775456919060055,12.727756252730602,10188.0,75.306722
198,06021,Alberti,Buenos Aires,Metropolitan-Core,-1.1651319444012762,5,84.2,4.0,46.0,12906.0,2.220480668756531,31.426332288401255,43.67816091954023,6.388472034767675,10654.0,75.598242
199,58112,Zapala,Neuquén,Metropolitan-Diversified,-1.190161727480119,5,89.6,5.0,29.0,45540.0,12.333488588728459,33.11597578015836,44.95575221238938,42.56956532154012,36549.0,67.439815
200,38035,Ledesma,Jujuy,Intermediate-Urban,-1.200872390187549,5,90.4,5.0,86.0,93653.0,17.00172032440403,25.95232243794544,28.39026787908577,25.219889612795146,81790.0,61.544557
201,06301,General Belgrano,Buenos Aires,Pampeana-Educated,-1.3196007002202421,3,98.0,2.0,19.0,20674.0,3.6284953395472703,28.9780292942743,39.34753661784288,17.825034109677045,17365.0,74.657881
202,82091,San Cristóbal,Santa Fe,Intermediate-Urban,-1.3482546764112535,3,81.66666666666667,12.0,138.0,72593.0,6.869948567229978,26.768001469507716,36.05804555473916,26.438654115595813,68878.0,73.14142
203,66077,La Caldera,Salta,Semi-Rural-Active,-1.402608941064634,4,93.75,4.0,30.0,12246.0,15.229885057471265,48.18007662835249,39.84674329501916,7.532950064388713,7763.0,74.651372
204,50070,Maipú,Mendoza,Intermediate-Urban,-1.441404614984115,3,105.33333333333333,8.0,161.0,218887.0,8.503510919281068,27.069509759711394,39.657282741738065,49.45518150366716,172332.0,69.319182
205,06462,Leandro N. Alem,Buenos Aires,Pampeana-Educated,-1.4650276084178977,3,94.66666666666667,3.0,25.0,17153.0,4.444060176379042,26.854573750648452,40.255922531558014,11.095588946294512,16799.0,73.774935
206,22105,9 de Julio,Chaco,Peripheral-Deprived,-1.4804374526992397,5,99.6,3.0,69.0,30223.0,20.325724544755065,20.902795588612463,22.980251346499102,37.7117008258741,28555.0,61.995249
207,90077,Río Chico,Tucumán,Intermediate-Urban,-1.5397872966197048,4,105.75,2.0,17.0,64927.0,14.373935264054515,24.9290176036343,25.312322544009085,14.246821199486009,56847.0,58.153121
208,90021,Chicligasta,Tucumán,Intermediate-Urban,-1.552956843410214,5,98.2,2.0,184.0,92308.0,15.933346757954087,26.4750302053967,28.599476439790575,18.6263053203256,80735.0,63.376152
209,06798,Tapalqué,Buenos Aires,Pampeana-Educated,-1.6861793028750534,4,109.75,1.0,14.0,10695.0,3.0350932658868164,24.913057224154283,39.61429023079355,9.513321115229099,9178.0,73.482799
210,06392,General Villegas,Buenos Aires,Pampeana-Educated,-1.7067039526290326,5,103.6,5.0,21.0,35055.0,6.023979887836009,28.563140591761748,44.74956488106749,14.787780781964267,30864.0,75.474889
211,06189,Coronel Dorrego,Buenos Aires,Pampeana-Educated,-1.715408595302464,3,110.66666666666667,5.0,36.0,15795.0,2.7245561610124804,27.298294955176658,39.5675865705748,5.432247120361247,15825.0,73.084977
212,30113,Villaguay,Entre Ríos,Intermediate-Urban,-1.9757464965121376,3,104.33333333333333,6.0,30.0,55284.0,8.868667662637511,28.310471275295395,31.834849925302187,13.598367547352623,48965.0,63.943267
213,06742,San Cayetano,Buenos Aires,Pampeana-Educated,-1.9757464965121376,3,104.33333333333333,1.0,20.0,8918.0,2.6680175616345827,23.438027693346843,45.153664302600475,12.930209865210786,8399.0,73.006259
214,82105,San Jerónimo,Santa Fe,Intermediate-Urban,-1.97648352433398,3,121.0,9.0,87.0,84617.0,6.433637284701114,29.993765100148078,38.89798145117294,24.906482214208225,80840.0,70.125975
215,06112,Bragado,Buenos Aires,Pampeana-Educated,-1.97648352433398,3,121.0,7.0,94.0,46227.0,3.736617451542929,32.999790077671264,45.826044363585474,13.076961613587537,41336.0,73.078387
216,90049,La Cocha,Tucumán,Peripheral-Deprived,-1.97648352433398,3,121.0,2.0,19.0,21196.0,20.425439548513133,15.51986108096375,15.693509876275233,4.066507898418898,19002.0,58.492754
217,54014,Cainguás,Misiones,Peripheral-Deprived,-2.0506145084983083,3,106.0,4.0,22.0,59875.0,15.138666852019185,13.352331966358518,15.298533398206715,6.185651581186613,53403.0,62.596199
218,54084,Montecarlo,Misiones,Semi-Rural-Active,-2.0506145084983083,3,106.0,2.0,46.0,38620.0,14.63539010708822,21.96838347781744,24.04895461499235,7.328242096774487,36745.0,57.385864
219,90112,Trancas,Tucumán,Peripheral-Deprived,-2.069218468945733,2,117.0,2.0,15.0,23438.0,23.035352398108532,15.897320423328079,15.469488853861742,5.077747465697225,17371.0,61.928651
220,06084,Benito Juárez,Buenos Aires,Pampeana-Educated,-2.1804149451922266,2,94.5,2.0,55.0,21185.0,3.2861774241084585,27.65988800471559,40.480400825228415,10.759697892935947,20239.0,73.437357
221,06322,General La Madrid,Buenos Aires,Pampeana-Educated,-2.1815204869249887,2,119.5,2.0,42.0,11535.0,3.362456976436325,24.569764363251256,43.42070426264231,7.205148811394408,10783.0,75.487244
222,66021,Cafayate,Salta,Intermediate-Urban,-2.1815204869249887,2,119.5,1.0,17.0,17822.0,19.465541490857948,33.277074542897324,31.70182841068917,24.776612060340444,14850.0,70.631098
223,78021,Güer Aike,Santa Cruz,Metropolitan-Core,-2.1815204869249887,2,119.5,1.0,12.0,137309.0,6.693483983554675,45.71563784791032,67.33414179656305,49.754301423221555,113267.0,76.495326
224,06294,General Arenales,Buenos Aires,Pampeana-Educated,-2.572027338739504,1,110.0,2.0,11.0,16231.0,2.721982354045429,28.15843814529754,42.66941993617421,6.665058919762201,14903.0,72.433813
