dpto5,departamento,gh_total_repos,gh_total_developers,eci_software,geo_repos,geo_devs,repos_match,devs_match
14091,Punilla,1983.0,172.0,1.2679517953664858,1983.0,172,True,True
14098,Río Cuarto,3608.0,395.0,1.5112811745994637,3608.0,395,True,True
14119,Río Segundo,187.0,36.0,0.24591435785905214,187.0,36,True,True
14126,San Alberto,141.0,24.0,-0.2692484740335904,141.0,24,True,True
14140,San Justo,1866.0,220.0,0.21460743141832453,1866.0,220,True,True
14147,Santa María,595.0,70.0,0.7205618616648354,595.0,70,True,True
14161,Tercero Arriba,570.0,79.0,0.8513170349126551,570.0,79,True,True
14182,Unión,852.0,75.0,1.0266503741297333,852.0,75,True,True
18007,Bella Vista,184.0,14.0,1.3889186203465198,184.0,14,True,True
18021,Capital,7519.0,766.0,1.140599500942761,7519.0,766,True,True
18084,Ituzaingó,70.0,11.0,-0.9234556874040311,70.0,11,True,True
22021,Comandante Fernández,358.0,33.0,-0.7853695054723896,358.0,33,True,True
22098,Mayor Luis J. Fontana,52.0,4.0,-0.3444487000041602,52.0,4,True,True
22105,9 de Julio,69.0,3.0,-1.4804374526992397,69.0,3,True,True
22140,San Fernando,5202.0,512.0,1.3393169087638725,5202.0,512,True,True
30028,Federación,75.0,11.0,0.20830110030168322,75.0,11,True,True
30049,Gualeguay,100.0,15.0,0.4177578622649236,100.0,15,True,True
30056,Gualeguaychú,592.0,80.0,0.5371704662587636,592.0,80,True,True
70077,Rawson,0.0,0.0,,0.0,0,True,True
30084,Paraná,3746.0,338.0,1.6479622639974592,3746.0,338,True,True
30088,San Salvador,117.0,7.0,-0.6314357261927351,117.0,7,True,True
30091,Tala,39.0,3.0,-0.10088044571754928,39.0,3,True,True
30098,Uruguay,1519.0,135.0,1.6350387238972675,1519.0,135,True,True
38042,Palpalá,92.0,9.0,-0.4984509673508419,92.0,9,True,True
38021,Dr. Manuel Belgrano,6204.0,448.0,0.5958203458392622,6204.0,448,True,True
38035,Ledesma,86.0,5.0,-1.200872390187549,86.0,5,True,True
50014,General Alvear,104.0,9.0,-0.4220929809997268,104.0,9,True,True
50021,Godoy Cruz,548.0,17.0,0.20694533617693603,548.0,17,True,True
50028,Guaymallén,88.0,4.0,-0.19228578583476197,88.0,4,True,True
50056,Lavalle,11.0,1.0,-0.7873493956539601,11.0,1,True,True
50070,Maipú,161.0,8.0,-1.441404614984115,161.0,8,True,True
50105,San Rafael,2035.0,118.0,1.3344163886299305,2035.0,118,True,True
50119,Tunuyán,25.0,2.0,-0.7366280462800154,25.0,2,True,True
54007,Apóstoles,219.0,18.0,0.9089545239494636,219.0,18,True,True
54028,Capital,5684.0,518.0,0.9042695482175325,5684.0,518,True,True
54042,Eldorado,267.0,25.0,0.5944371013689954,267.0,25,True,True
54063,Iguazú,170.0,22.0,0.5081655503845867,170.0,22,True,True
54084,Montecarlo,46.0,2.0,-2.0506145084983083,46.0,2,True,True
54091,Oberá,388.0,51.0,0.05090214793164047,388.0,51,True,True
54119,25 de Mayo,19.0,1.0,-0.007785019909930928,19.0,1,True,True
58035,Confluencia,2283.0,242.0,1.0094805078049442,2283.0,242,True,True
58042,Chos Malal,38.0,2.0,-0.2941048860690919,38.0,2,True,True
58056,Lácar,71.0,9.0,0.7143373587666563,71.0,9,True,True
58070,Los Lagos,26.0,5.0,-0.4597061931301918,26.0,5,True,True
58112,Zapala,29.0,5.0,-1.190161727480119,29.0,5,True,True
62021,Bariloche,3093.0,344.0,2.002863788721023,3093.0,344,True,True
62042,General Roca,1257.0,104.0,1.7362444926760237,1257.0,104,True,True
66028,Capital,8144.0,786.0,0.964803722160276,8144.0,786,True,True
66049,General Güemes,22.0,2.0,-0.4309706328545049,22.0,2,True,True
66056,General José de San Martín,50.0,7.0,-1.0455967199018945,50.0,7,True,True
66077,La Caldera,30.0,4.0,-1.402608941064634,30.0,4,True,True
66140,Rosario de la Frontera,34.0,3.0,-0.39744116472043967,34.0,3,True,True
70028,Capital,117.0,12.0,-0.2623356027303298,117.0,12,True,True
70035,Caucete,13.0,3.0,-0.2884997504830555,13.0,3,True,True
50007,Capital,16642.0,836.0,1.776075460658003,16642.0,836,True,True
78021,Güer Aike,12.0,1.0,-2.1815204869249887,12.0,1,True,True
82007,Belgrano,29.0,8.0,0.24890798780561507,29.0,8,True,True
82014,Caseros,358.0,28.0,1.2340855319310597,358.0,28,True,True
82021,Castellanos,2276.0,238.0,0.9062195669538694,2276.0,238,True,True
82028,Constitución,67.0,13.0,-0.7292603721410272,67.0,13,True,True
82042,General López,625.0,72.0,0.3626530966432183,625.0,72,True,True
82063,La Capital,24818.0,1330.0,2.108985958362051,24818.0,1330,True,True
82070,Las Colonias,347.0,32.0,0.48398413268455387,347.0,32,True,True
82077,9 de Julio,55.0,2.0,0.36208497477550217,55.0,2,True,True
82084,Rosario,25257.0,1756.0,1.784252080740993,25257.0,1756,True,True
82105,San Jerónimo,87.0,9.0,-1.97648352433398,87.0,9,True,True
82112,San Justo,173.0,24.0,-0.4433288982661257,173.0,24,True,True
54077,Libertador General San Martín,123.0,12.0,-0.47659737389132145,123.0,12,True,True
86049,Capital,68.0,2.0,0.33390776549075496,68.0,2,True,True
90021,Chicligasta,184.0,2.0,-1.552956843410214,184.0,2,True,True
90070,Monteros,20.0,2.0,-1.1401065946253774,20.0,2,True,True
90077,Río Chico,17.0,2.0,-1.5397872966197048,17.0,2,True,True
90084,Capital,7476.0,615.0,1.091052784943383,7476.0,615,True,True
82049,General Obligado,612.0,76.0,0.8411040705692342,612.0,76,True,True
82091,San Cristóbal,138.0,12.0,-1.3482546764112535,138.0,12,True,True
82133,Vera,87.0,9.0,0.243060972080171,87.0,9,True,True
50063,Luján de Cuyo,7.0,1.0,,7.0,1,True,True
06406,Hipólito Yrigoyen,5.0,3.0,,5.0,3,True,True
06609,Pehuajó,13.0,4.0,,13.0,4,True,True
26084,Río Senguer,0.0,0.0,,0.0,0,True,True
90119,Yerba Buena,134.0,16.0,-1.0447303490679114,134.0,16,True,True
02000,CABA,16965.0,1359.0,0.8511857005106829,15988.0,1290,False,False
94015,Tolhuin,2136.0,200.0,1.9256302964825804,2136.0,200,True,True
