dpto5,departamento,provincia,region,mca_cluster_label,eci_software,eci_diversity,eci_avg_ubiquity,gh_total_developers,gh_total_repos,gh_devs_per_10k,pob_2010,pob_2022,pct_jefe_sec_2010,pct_pc_2010,pct_nbi_2010,rad_2014
06434,Lanús,Buenos Aires,Pampeana,Metropolitan-Core,0.9432759314820791,16,47.25,69.0,847.0,1.4997359160669534,459263.0,460081.0,40.316456542374695,51.917189192079896,4.958086554273567,82.2036421170311
06693,Roque Pérez,Buenos Aires,Pampeana,Pampeana-Educated,0.9365181656185287,5,49.0,3.0,24.0,2.1581181209984894,12513.0,13901.0,22.235157159487777,41.722933643771825,4.912689173457509,11.013932246922476
06274,Florencio Varela,Buenos Aires,Pampeana,Intermediate-Urban,0.9335267240521855,13,45.23076923076923,64.0,542.0,1.3111986609383675,426005.0,488103.0,22.724179078092543,36.14708092102356,17.021257789366686,55.68799986094562
06490,Lomas de Zamora,Buenos Aires,Pampeana,Metropolitan-Diversified,0.9141017717826769,22,42.04545454545455,187.0,1615.0,2.7273628880293566,616279.0,685644.0,38.31575268475567,46.56118277520069,8.914236089047044,87.06231054138729
54007,Apóstoles,Misiones,NEA,Peripheral-Deprived,0.9089545239494636,19,44.89473684210526,18.0,219.0,3.5641447042749936,42249.0,50503.0,26.635514018691588,26.194184839044652,19.946348217376254,12.94452478035724
82021,Castellanos,Santa Fe,Pampeana,Metropolitan-Core,0.9062195669538694,23,43.08695652173913,238.0,2276.0,12.561753156272431,178092.0,189464.0,33.7022630834512,47.6944837340877,5.084865629420085,47.42107531525643
06568,Morón,Buenos Aires,Pampeana,Metropolitan-Core,0.90485011641864,23,43.82608695652174,84.0,665.0,2.549185626234762,321109.0,329517.0,52.016800434042395,59.34687844942096,3.522852706216909,77.65702667959427
54028,Capital,Misiones,NEA,Metropolitan-Diversified,0.9042695482175325,24,43.416666666666664,518.0,5684.0,13.231229789168783,324756.0,391498.0,44.503865979381445,41.937285223367695,11.828823024054984,41.62661559363488
06063,Balcarce,Buenos Aires,Pampeana,Pampeana-Educated,0.8670710545351585,7,51.285714285714285,18.0,140.0,3.7101162503091762,43823.0,48516.0,30.835597826086957,42.45923913043478,6.413043478260869,24.06201091770498
06126,Campana,Buenos Aires,Pampeana,Metropolitan-Diversified,0.8552793550583623,21,44.666666666666664,55.0,495.0,5.093724531377343,94461.0,107976.0,40.21201664828715,52.577282914161714,8.65497492084949,44.224684823265704
14161,Tercero Arriba,Córdoba,Pampeana,Metropolitan-Core,0.8513170349126551,19,50.578947368421055,79.0,570.0,6.571996639130832,109554.0,120207.0,33.22424981973487,50.32725054079538,3.3279716013090024,29.476866953062125
02000,CABA,Ciudad Autónoma de Buenos Aires,CABA,Metropolitan-Core,0.8511857005106829,28,40.357142857142854,1359.0,16965.0,4.390309143666809,2890151.0,3095454.0,71.06276312151454,68.61330940568664,5.979824959526455,92.65709950714964
14042,General San Martín,Córdoba,Pampeana,Metropolitan-Core,0.8505261933605822,19,45.68421052631579,219.0,2062.0,14.370361621291758,127454.0,152397.0,39.655131236416615,50.57677151250269,4.642831554058895,41.27711056933187
82049,General Obligado,Santa Fe,Pampeana,Intermediate-Urban,0.8411040705692342,21,42.714285714285715,76.0,612.0,3.847458399356057,176410.0,197533.0,29.546318717604915,35.263863595429164,11.775300686425584,26.940133644795598
