dpto5,departamento,provincia,region,mca_cluster_label,eci_software,eci_diversity,eci_avg_ubiquity,gh_total_developers,gh_total_repos,gh_devs_per_10k,pob_2010,pob_2022,pct_jefe_sec_2010,pct_pc_2010,pct_nbi_2010,rad_2014
54119,25 de Mayo,Misiones,NEA,Semi-Rural-Active,-0.007785019909930928,3,75.0,1.0,19.0,0.32386566052401466,27754.0,30877.0,8.85907823084075,12.206136273077433,15.008633284632753,1.3609453618804048
06224,Chivilcoy,Buenos Aires,Pampeana,Metropolitan-Core,-0.008061876831308509,10,64.4,46.0,344.0,6.519828783626726,64185.0,70554.0,33.53258162387357,44.89426255490649,3.613639451161527,29.271321444851623
06182,Coronel de Marina Leonardo Rosales,Buenos Aires,Pampeana,Metropolitan-Core,-0.015524274799456464,9,61.22222222222222,37.0,276.0,5.621135469364812,62152.0,65823.0,52.83154859967051,56.878088962108734,2.888179571663921,23.67883012559727
06833,Tres Arroyos,Buenos Aires,Pampeana,Metropolitan-Core,-0.04424439805154462,10,62.6,58.0,320.0,9.371616927079126,57110.0,61889.0,34.53316098240032,49.97514169235358,3.291239932385403,25.685399732560402
14084,Presidente Roque Sáenz Peña,Córdoba,Pampeana,Pampeana-Educated,-0.05862475152072127,7,69.85714285714286,11.0,55.0,2.929349418124684,36282.0,37551.0,28.17273552968376,46.701345883907194,4.516555197754108,23.52294420780531
06412,José C. Paz,Buenos Aires,Pampeana,Intermediate-Urban,-0.059900436892256895,9,67.66666666666667,14.0,128.0,0.4287547430993455,265981.0,326527.0,23.218817099355846,36.301274364908956,12.004684755026352,54.18666503569385
14028,Cruz del Eje,Córdoba,Pampeana,Intermediate-Urban,-0.06023337680953337,12,63.166666666666664,39.0,492.0,6.0233520726508925,58759.0,64748.0,30.354903436167543,29.17607223476298,14.685226987710058,19.047583699883283
06648,Presidente Perón,Buenos Aires,Pampeana,Intermediate-Urban,-0.07459789683231033,6,67.5,13.0,53.0,1.2745847794968332,81141.0,101994.0,24.866959200821587,32.401269722714964,19.129866492391,47.33886640568853
06175,Colón,Buenos Aires,Pampeana,Pampeana-Educated,-0.07622701528705626,4,76.0,5.0,25.0,1.824418010654601,24890.0,27406.0,29.80100109876694,39.824197289708216,3.809058722988646,19.6201988210607
30091,Tala,Entre Ríos,Pampeana,Intermediate-Urban,-0.10088044571754928,7,61.42857142857143,3.0,39.0,0.9649094593290662,25665.0,31091.0,27.242445871996193,31.82250773257197,6.09088746133714,13.14586412958174
06553,Monte Hermoso,Buenos Aires,Pampeana,Metropolitan-Core,-0.10767903036144734,7,68.14285714285714,6.0,36.0,7.105637138796779,6499.0,8444.0,39.55383955383955,45.34534534534534,5.148005148005148,38.89346957334301
06070,Baradero,Buenos Aires,Pampeana,Pampeana-Educated,-0.12981519018053872,6,65.16666666666667,29.0,270.0,7.393621089666778,32761.0,39223.0,35.09024577572965,45.746927803379414,5.789170506912442,21.981153524735117
06728,San Andrés de Giles,Buenos Aires,Pampeana,Pampeana-Educated,-0.13699067539714826,5,75.0,3.0,17.0,1.1364066820712906,23027.0,26399.0,27.210323997803403,41.3783635365184,5.7111477210323995,13.640566440885895
06700,Saavedra,Buenos Aires,Pampeana,Pampeana-Educated,-0.14594486996672312,3,52.333333333333336,2.0,19.0,0.9342738356612323,20749.0,21407.0,35.42036910457963,47.751196172248804,1.1483253588516746,11.00334363222354
22168,25 de Mayo,Chaco,NEA,Peripheral-Deprived,-0.1832676944989586,5,86.6,3.0,70.0,0.9200760596209286,29215.0,32606.0,14.763674986723315,17.578332448220923,26.088688263409452,16.788223228856815
50028,Guaymallén,Mendoza,Cuyo,Metropolitan-Diversified,-0.19228578583476197,6,71.16666666666667,4.0,88.0,0.12466068918662017,283803.0,320871.0,39.85959633947599,47.07032719067318,6.459821988216121,59.318318457545566
06770,San Pedro,Buenos Aires,Pampeana,Intermediate-Urban,-0.21053408758762773,8,67.5,15.0,174.0,2.1944903661872925,59036.0,68353.0,28.165500786291418,40.15508920340545,7.662274280136652,18.221195714574872
06665,Ramallo,Buenos Aires,Pampeana,Pampeana-Educated,-0.2294640502752123,8,70.25,22.0,213.0,5.548829701372075,33042.0,39648.0,27.99725517106166,43.770218606019014,6.185668071757671,23.00060113410287
06245,Ensenada,Buenos Aires,Pampeana,Metropolitan-Diversified,-0.24228252309141307,9,70.88888888888889,12.0,141.0,1.8756447528838038,56729.0,63978.0,38.94972195149917,48.32310955684228,10.296393968927363,93.61014477817292
70028,Capital,San Juan,Cuyo,Metropolitan-Core,-0.2623356027303298,9,64.44444444444444,12.0,117.0,1.0448501946033488,109123.0,114849.0,60.11923991894035,53.88704514082646,4.105847455138183,81.3742933003497
14126,San Alberto,Córdoba,Pampeana,Peripheral-Deprived,-0.2692484740335904,9,69.66666666666667,24.0,141.0,5.710342858502463,37004.0,42029.0,28.963178294573645,29.29263565891473,13.594961240310077,19.098967688394314
06315,General Juan Madariaga,Buenos Aires,Pampeana,Pampeana-Educated,-0.27192761968978224,7,77.0,4.0,38.0,1.7725782150137375,19747.0,22566.0,25.22109917877448,39.30827542640556,7.548957675300064,14.15565230705434
06260,Esteban Echeverría,Buenos Aires,Pampeana,Metropolitan-Diversified,-0.27652211475320854,11,66.72727272727273,41.0,598.0,1.2134485616195099,300959.0,337880.0,33.34768242740134,43.453322784810126,10.772291511541326,70.84952572161727
06410,Ituzaingó,Buenos Aires,Pampeana,Metropolitan-Core,-0.27897809953330677,10,64.2,23.0,204.0,1.292258249383368,167824.0,177983.0,47.333022315527565,57.238939429282325,4.906305886011975,64.79773626147693
54070,Leandro N. Alem,Misiones,NEA,Intermediate-Urban,-0.28600107881431125,9,67.11111111111111,14.0,48.0,2.834524508513697,45075.0,49391.0,22.804868713159305,23.179973972288142,14.851106177753962,12.975374828765249
70035,Caucete,San Juan,Cuyo,Intermediate-Urban,-0.2884997504830555,1,75.0,3.0,13.0,0.6815548538064838,38343.0,44017.0,22.809987304274227,26.745662293694455,15.605162928480745,30.893897041155196
58042,Chos Malal,Neuquén,Patagonia,Metropolitan-Diversified,-0.2941048860690919,4,69.5,2.0,38.0,1.0935535021050904,15256.0,18289.0,31.0,45.91304347826087,10.695652173913043,21.135593125850516
06672,Rauch,Buenos Aires,Pampeana,Pampeana-Educated,-0.2954401299521512,8,68.375,4.0,33.0,2.42556545994785,15176.0,16491.0,25.239436619718308,36.413145539906104,2.779342723004695,10.225609988659981
06270,Ezeiza,Buenos Aires,Pampeana,Intermediate-Urban,-0.3319603966849903,11,69.81818181818181,17.0,183.0,0.8559057496727419,163722.0,198620.0,29.87614359251017,39.514914469395556,14.102996380965227,43.310663116698464
06210,Chacabuco,Buenos Aires,Pampeana,Pampeana-Educated,-0.3415774341741209,9,63.55555555555556,11.0,44.0,2.0988761472266213,48703.0,52409.0,28.61905916585839,42.173860329776915,4.09796314258002,20.448149554468813
06547,Monte,Buenos Aires,Pampeana,Pampeana-Educated,-0.34369057775180084,11,69.0,22.0,444.0,8.937276568085798,21034.0,24616.0,29.391225140428116,41.2327311370882,5.78412023683012,20.146403300417564
22098,Mayor Luis J. Fontana,Chaco,NEA,Intermediate-Urban,-0.3444487000041602,5,60.8,4.0,52.0,0.668918692932874,55080.0,59798.0,22.33623749596644,26.3891577928364,19.21264924169087,26.50450270324048
06420,La Costa,Buenos Aires,Pampeana,Metropolitan-Diversified,-0.3565379252927158,8,70.5,19.0,153.0,1.8924302788844622,69633.0,100400.0,39.23337091319053,40.51108605787298,5.753893690759531,36.20372661501893
30077,Nogoyá,Entre Ríos,Pampeana,Pampeana-Educated,-0.38958438334636847,6,78.83333333333333,13.0,60.0,3.0264934581179865,39026.0,42954.0,28.188744163185056,32.56328336200541,6.094863602850824,10.516699550231582
66140,Rosario de la Frontera,Salta,NOA,Intermediate-Urban,-0.39744116472043967,4,87.25,3.0,34.0,0.8888888888888888,28993.0,33750.0,24.067666282199156,24.810970139689864,14.840445982314494,14.643072564401953
50014,General Alvear,Mendoza,Cuyo,Intermediate-Urban,-0.4220929809997268,8,70.5,9.0,104.0,1.718245861891216,46429.0,52379.0,25.56278817466775,34.892866829400596,7.994304312449145,26.495213127760934
66049,General Güemes,Salta,NOA,Intermediate-Urban,-0.4309706328545049,4,85.75,2.0,22.0,0.3587701359738815,47226.0,55746.0,26.682234907455456,26.94170558726864,15.775817332641411,25.70751718031568
06854,25 de Mayo,Buenos Aires,Pampeana,Pampeana-Educated,-0.43957654492876286,6,73.16666666666667,4.0,49.0,1.1295924995058033,35842.0,35411.0,25.74903350515464,38.99806701030928,4.131765463917525,10.028663192423659
06196,Coronel Pringles,Buenos Aires,Pampeana,Pampeana-Educated,-0.4412404411029542,7,64.42857142857143,2.0,19.0,0.8295313148071339,22933.0,24110.0,27.182907249598617,38.87859701123873,3.7668272199580093,13.423563055895555
82112,San Justo,Santa Fe,Pampeana,Pampeana-Educated,-0.4433288982661257,6,81.5,24.0,173.0,5.162844727444822,40904.0,46486.0,28.856859604972165,37.02432700373675,6.131320064058568,24.53933248426659
10021,Andalgalá,Catamarca,NOA,Intermediate-Urban,-0.44589160580633946,5,75.2,1.0,35.0,0.5116398055768738,18132.0,19545.0,31.31786246540345,27.570789865871834,11.070896316797956,7.5084534757795725
54098,San Ignacio,Misiones,NEA,Peripheral-Deprived,-0.45414682560349495,10,70.2,9.0,160.0,1.4241858404278886,57728.0,63194.0,19.913726500128767,20.435230491887715,19.733453515323205,6.836878467584256
10105,Tinogasta,Catamarca,NOA,Semi-Rural-Active,-0.45916468169804575,5,80.4,4.0,45.0,1.5839074998020115,22360.0,25254.0,32.08044840092318,26.2776129244972,10.8143752060666,6.622018923047777
58070,Los Lagos,Neuquén,Patagonia,Metropolitan-Core,-0.4597061931301918,5,84.0,5.0,26.0,3.225390272222939,11998.0,15502.0,47.11565001380072,61.35799061551201,6.293127242616616,6.6033294672485
06105,Bolívar,Buenos Aires,Pampeana,Pampeana-Educated,-0.4744285181863221,8,73.625,13.0,157.0,3.4951873958165294,34190.0,37194.0,30.436593901016497,40.53491084819197,3.36610564905849,25.142029517243664
54077,Libertador General San Martín,Misiones,NEA,Peripheral-Deprived,-0.47659737389132145,5,80.4,12.0,123.0,2.3003488862477477,46561.0,52166.0,21.017959375735238,25.67641753587954,15.888949886283429,11.54268943123973
38042,Palpalá,Jujuy,NOA,Intermediate-Urban,-0.4984509673508419,6,77.83333333333333,9.0,92.0,1.3735844449192638,52631.0,65522.0,32.6124763705104,36.34026465028355,11.485822306238186,24.075408233148252
06469,Lincoln,Buenos Aires,Pampeana,Pampeana-Educated,-0.498656698396809,3,73.33333333333333,9.0,34.0,1.991546989444801,41808.0,45191.0,32.06222466960352,47.095264317180614,3.3314977973568283,16.445784374899517
06778,San Vicente,Buenos Aires,Pampeana,Intermediate-Urban,-0.5174749919409475,5,87.2,8.0,59.0,0.816918379642394,59478.0,97929.0,31.04697359196074,36.98293993923814,15.459219443795279,22.291873370844737
06238,Dolores,Buenos Aires,Pampeana,Pampeana-Educated,-0.5910706856945359,4,88.5,11.0,73.0,3.502626970227671,27042.0,31405.0,36.472678809418035,46.55708573967126,3.5206574855619723,20.97885231597756
82119,San Lorenzo,Santa Fe,Pampeana,Metropolitan-Core,-0.6123354249489328,9,74.55555555555556,21.0,264.0,1.0836696149360634,157255.0,193786.0,33.27197518097208,44.72182006204757,6.357807652533609,52.434099994769205
30088,San Salvador,Entre Ríos,Pampeana,Intermediate-Urban,-0.6314357261927351,8,81.5,7.0,117.0,3.3676513037621474,17357.0,20786.0,21.266882252235114,38.63420201635914,8.293703633250903,18.936732637985696
06483,Lobos,Buenos Aires,Pampeana,Pampeana-Educated,-0.6447251426188304,8,78.125,6.0,105.0,1.4486455164421266,36172.0,41418.0,27.55128096008171,40.29279087581922,4.596135841348199,15.285744994628853
06707,Saladillo,Buenos Aires,Pampeana,Pampeana-Educated,-0.6587556521408584,6,77.16666666666667,6.0,42.0,1.6938147531264998,32103.0,35423.0,28.306092124814263,42.70988112927191,3.333952451708767,25.322693839337074
14056,Juárez Celman,Córdoba,Pampeana,Metropolitan-Core,-0.6638572908624827,8,75.25,25.0,261.0,3.695600756859035,61078.0,67648.0,26.852367688022284,47.01949860724234,5.120283616105343,29.30834322716735
06455,Las Flores,Buenos Aires,Pampeana,Pampeana-Educated,-0.698749644292089,5,75.4,7.0,75.0,2.5795990566037736,23871.0,27136.0,27.322537440642883,35.82125897966638,4.4076464142213565,25.060783805158827
06735,San Antonio de Areco,Buenos Aires,Pampeana,Pampeana-Educated,-0.7220148047636246,6,82.5,7.0,41.0,2.622213897733658,23138.0,26695.0,31.455986649979142,50.938673341677095,3.93547489917953,17.715357858682882
82028,Constitución,Santa Fe,Pampeana,Metropolitan-Core,-0.7292603721410272,7,80.0,13.0,67.0,1.3978494623655915,86910.0,93000.0,32.22836095764273,44.06889827754306,5.839020691149388,34.67739783290057
50119,Tunuyán,Mendoza,Cuyo,Intermediate-Urban,-0.7366280462800154,7,75.14285714285714,2.0,25.0,0.3334889615153738,49458.0,59972.0,26.86512040183188,36.42340079775447,12.897030580587975,14.265815960717356
26035,Futaleufú,Chubut,Patagonia,Metropolitan-Diversified,-0.7648332343035756,10,77.8,23.0,334.0,4.603222255578905,43076.0,49965.0,37.27802037845706,52.503639010189225,8.930131004366812,24.098207387498675
30105,Victoria,Entre Ríos,Pampeana,Intermediate-Urban,-0.7693857863575017,7,86.85714285714286,10.0,96.0,2.4813280067492123,35767.0,40301.0,33.30018982192895,35.51477899303986,8.72276959233481,25.989283525310643
06655,Punta Indio,Buenos Aires,Pampeana,Metropolitan-Core,-0.7800220746723602,4,83.75,5.0,20.0,4.111503988158868,9888.0,12161.0,36.53677116905948,42.77761500146499,6.358042777615001,5.456425904975513
22021,Comandante Fernández,Chaco,NEA,Intermediate-Urban,-0.7853695054723896,9,83.55555555555556,33.0,358.0,3.2645470193696458,96944.0,101086.0,28.9,30.16296296296296,16.377777777777776,50.23455387935266
50056,Lavalle,Mendoza,Cuyo,Peripheral-Deprived,-0.7873493956539601,3,77.33333333333333,1.0,11.0,0.21237735207917427,36738.0,47086.0,13.475024274463264,22.764052217067643,18.40543747977128,6.836983444869192
06532,Mercedes,Buenos Aires,Pampeana,Pampeana-Educated,-0.7952062927614711,8,77.375,25.0,382.0,3.5210275766879806,63284.0,71002.0,40.89245077668942,48.911645394281194,5.100425447709508,23.130531571213492
06231,Daireaux,Buenos Aires,Pampeana,Pampeana-Educated,-0.8081670367326649,4,83.0,3.0,30.0,1.6368398079441293,16889.0,18328.0,25.971892681146194,41.63168461398065,4.0700857820770215,6.709232435843036
06651,Puán,Buenos Aires,Pampeana,Pampeana-Educated,-0.8406981037151051,5,80.2,2.0,27.0,1.2201818070892563,15743.0,16391.0,27.860303413400757,40.80278128950695,1.0587863463969658,6.206752236831515
14035,General Roca,Córdoba,Pampeana,Pampeana-Educated,-0.8509215024255345,5,94.8,3.0,37.0,0.8318544809228039,35645.0,36064.0,24.129910406616126,40.3342522398346,6.831495520330806,19.555317193831517
06203,Coronel Suárez,Buenos Aires,Pampeana,Pampeana-Educated,-0.9050906294788079,5,88.4,9.0,103.0,2.1576007479682593,38320.0,41713.0,29.395583971451938,44.903724630139024,2.349267712437737,13.142751046982461
18084,Ituzaingó,Corrientes,NEA,Peripheral-Deprived,-0.9234556874040311,6,77.5,11.0,70.0,2.8374648541285112,31150.0,38767.0,25.038843073981116,28.492888729532687,16.887773395482252,5.721101573300549
06077,Arrecifes,Buenos Aires,Pampeana,Pampeana-Educated,-0.9568127434818993,5,88.2,7.0,62.0,2.1822489634317424,29044.0,32077.0,25.644248900062852,39.901529436413156,4.3473706264403935,22.602902200889172
06784,Suipacha,Buenos Aires,Pampeana,Pampeana-Educated,-0.9661508651916302,6,81.33333333333333,3.0,21.0,2.556237218813906,10081.0,11736.0,28.15230961298377,43.91385767790262,4.65043695380774,5.204776459289905
06714,Salto,Buenos Aires,Pampeana,Pampeana-Educated,-0.9805465138071556,4,105.25,5.0,18.0,1.2736582010851567,32653.0,39257.0,29.375994012536253,44.1294789035457,5.192253718776312,31.70612136115081
06574,Navarro,Buenos Aires,Pampeana,Pampeana-Educated,-0.9811370985390789,7,85.28571428571429,11.0,54.0,5.530973451327434,17054.0,19888.0,21.499718098101862,38.35745160684082,5.412516444277392,10.024675384943158
06518,Mar Chiquita,Buenos Aires,Pampeana,Pampeana-Educated,-1.0072965528376785,8,83.25,7.0,80.0,2.122949079549935,21279.0,32973.0,34.420238931834156,41.15249472944483,5.144061841180604,17.993615459377654
06385,General Viamonte,Buenos Aires,Pampeana,Pampeana-Educated,-1.0333736034016092,5,83.6,3.0,27.0,1.3315579227696406,18078.0,22530.0,27.601018135539295,42.25262488068724,3.0862233534839327,19.484805539837385
46014,Capital,La Rioja,NOA,Metropolitan-Diversified,-1.0397566927967645,2,102.0,5.0,20.0,0.2375217926244733,180995.0,210507.0,49.99386703737019,47.060266579442306,10.417859187178019,54.27531473616511
90119,Yerba Buena,Tucumán,NOA,Metropolitan-Diversified,-1.0447303490679114,8,88.5,16.0,134.0,1.5596214019046877,75076.0,102589.0,54.488146551724135,54.224137931034484,8.329741379310345,33.62668823616364
66056,General José de San Martín,Salta,NOA,Intermediate-Urban,-1.0455967199018945,3,92.66666666666667,7.0,50.0,0.39448176367161086,156910.0,177448.0,25.739153369378872,23.998417512857706,26.000263747857048,28.034267494838836
06505,Magdalena,Buenos Aires,Pampeana,Pampeana-Educated,-1.0602372887072278,3,85.33333333333333,3.0,25.0,1.3243279035889286,19301.0,22653.0,33.613288540500186,44.45688689809631,7.894736842105263,15.568968236935701
06277,Florentino Ameghino,Buenos Aires,Pampeana,Pampeana-Educated,-1.0988847742090688,3,88.0,2.0,26.0,1.8589088205223534,8869.0,10759.0,25.150703281982587,45.478901540522436,4.219691895512391,10.202712636140697
90070,Monteros,Tucumán,NOA,Peripheral-Deprived,-1.1401065946253774,5,92.8,2.0,20.0,0.2581677832423292,63641.0,77469.0,24.93100852985449,24.485699949824387,13.390617160060211,12.358505457360456
06511,Maipú,Buenos Aires,Pampeana,Pampeana-Educated,-1.1592425342638841,5,91.4,1.0,25.0,0.888651915044877,10188.0,11253.0,28.923701769654773,41.775456919060055,4.989846243109951,12.727756252730602
06021,Alberti,Buenos Aires,Pampeana,Metropolitan-Core,-1.1651319444012762,5,84.2,4.0,46.0,3.099333643266698,10654.0,12906.0,31.426332288401255,43.67816091954023,2.220480668756531,6.388472034767675
58112,Zapala,Neuquén,Patagonia,Metropolitan-Diversified,-1.190161727480119,5,89.6,5.0,29.0,1.0979358805445762,36549.0,45540.0,33.11597578015836,44.95575221238938,12.333488588728459,42.56956532154012
38035,Ledesma,Jujuy,NOA,Intermediate-Urban,-1.200872390187549,5,90.4,5.0,86.0,0.5338857270989718,81790.0,93653.0,25.95232243794544,28.39026787908577,17.00172032440403,25.219889612795146
06301,General Belgrano,Buenos Aires,Pampeana,Pampeana-Educated,-1.3196007002202421,3,98.0,2.0,19.0,0.9673986649898423,17365.0,20674.0,28.9780292942743,39.34753661784288,3.6284953395472703,17.825034109677045
82091,San Cristóbal,Santa Fe,Pampeana,Intermediate-Urban,-1.3482546764112535,3,81.66666666666667,12.0,138.0,1.6530519471574394,68878.0,72593.0,26.768001469507716,36.05804555473916,6.869948567229978,26.438654115595813
66077,La Caldera,Salta,NOA,Semi-Rural-Active,-1.402608941064634,4,93.75,4.0,30.0,3.2663726931242856,7763.0,12246.0,48.18007662835249,39.84674329501916,15.229885057471265,7.532950064388713
50070,Maipú,Mendoza,Cuyo,Intermediate-Urban,-1.441404614984115,3,105.33333333333333,8.0,161.0,0.36548538743735354,172332.0,218887.0,27.069509759711394,39.657282741738065,8.503510919281068,49.45518150366716
06462,Leandro N. Alem,Buenos Aires,Pampeana,Pampeana-Educated,-1.4650276084178977,3,94.66666666666667,3.0,25.0,1.7489651955926078,16799.0,17153.0,26.854573750648452,40.255922531558014,4.444060176379042,11.095588946294512
22105,9 de Julio,Chaco,NEA,Peripheral-Deprived,-1.4804374526992397,5,99.6,3.0,69.0,0.9926215134169342,28555.0,30223.0,20.902795588612463,22.980251346499102,20.325724544755065,37.7117008258741
90077,Río Chico,Tucumán,NOA,Intermediate-Urban,-1.5397872966197048,4,105.75,2.0,17.0,0.3080382583516873,56847.0,64927.0,24.9290176036343,25.312322544009085,14.373935264054515,14.246821199486009
90021,Chicligasta,Tucumán,NOA,Intermediate-Urban,-1.552956843410214,5,98.2,2.0,184.0,0.21666594444685183,80735.0,92308.0,26.4750302053967,28.599476439790575,15.933346757954087,18.6263053203256
06798,Tapalqué,Buenos Aires,Pampeana,Pampeana-Educated,-1.6861793028750534,4,109.75,1.0,14.0,0.9350163627863488,9178.0,10695.0,24.913057224154283,39.61429023079355,3.0350932658868164,9.513321115229099
06392,General Villegas,Buenos Aires,Pampeana,Pampeana-Educated,-1.7067039526290326,5,103.6,5.0,21.0,1.426330052774212,30864.0,35055.0,28.563140591761748,44.74956488106749,6.023979887836009,14.787780781964267
06189,Coronel Dorrego,Buenos Aires,Pampeana,Pampeana-Educated,-1.715408595302464,3,110.66666666666667,5.0,36.0,3.1655587211142766,15825.0,15795.0,27.298294955176658,39.5675865705748,2.7245561610124804,5.432247120361247
30113,Villaguay,Entre Ríos,Pampeana,Intermediate-Urban,-1.9757464965121376,3,104.33333333333333,6.0,30.0,1.0853049706967657,48965.0,55284.0,28.310471275295395,31.834849925302187,8.868667662637511,13.598367547352623
06742,San Cayetano,Buenos Aires,Pampeana,Pampeana-Educated,-1.9757464965121376,3,104.33333333333333,1.0,20.0,1.121327651939897,8399.0,8918.0,23.438027693346843,45.153664302600475,2.6680175616345827,12.930209865210786
82105,San Jerónimo,Santa Fe,Pampeana,Intermediate-Urban,-1.97648352433398,3,121.0,9.0,87.0,1.0636160582388883,80840.0,84617.0,29.993765100148078,38.89798145117294,6.433637284701114,24.906482214208225
06112,Bragado,Buenos Aires,Pampeana,Pampeana-Educated,-1.97648352433398,3,121.0,7.0,94.0,1.514266554178294,41336.0,46227.0,32.999790077671264,45.826044363585474,3.736617451542929,13.076961613587537
90049,La Cocha,Tucumán,NOA,Peripheral-Deprived,-1.97648352433398,3,121.0,2.0,19.0,0.9435742592942065,19002.0,21196.0,15.51986108096375,15.693509876275233,20.425439548513133,4.066507898418898
54014,Cainguás,Misiones,NEA,Peripheral-Deprived,-2.0506145084983083,3,106.0,4.0,22.0,0.6680584551148225,53403.0,59875.0,13.352331966358518,15.298533398206715,15.138666852019185,6.185651581186613
54084,Montecarlo,Misiones,NEA,Semi-Rural-Active,-2.0506145084983083,3,106.0,2.0,46.0,0.5178663904712584,36745.0,38620.0,21.96838347781744,24.04895461499235,14.63539010708822,7.328242096774487
90112,Trancas,Tucumán,NOA,Peripheral-Deprived,-2.069218468945733,2,117.0,2.0,15.0,0.8533151292772421,17371.0,23438.0,15.897320423328079,15.469488853861742,23.035352398108532,5.077747465697225
06084,Benito Juárez,Buenos Aires,Pampeana,Pampeana-Educated,-2.1804149451922266,2,94.5,2.0,55.0,0.9440641963653529,20239.0,21185.0,27.65988800471559,40.480400825228415,3.2861774241084585,10.759697892935947
06322,General La Madrid,Buenos Aires,Pampeana,Pampeana-Educated,-2.1815204869249887,2,119.5,2.0,42.0,1.7338534893801474,10783.0,11535.0,24.569764363251256,43.42070426264231,3.362456976436325,7.205148811394408
66021,Cafayate,Salta,NOA,Intermediate-Urban,-2.1815204869249887,2,119.5,1.0,17.0,0.561104253170239,14850.0,17822.0,33.277074542897324,31.70182841068917,19.465541490857948,24.776612060340444
78021,Güer Aike,Santa Cruz,Patagonia,Metropolitan-Core,-2.1815204869249887,2,119.5,1.0,12.0,0.07282843804848918,113267.0,137309.0,45.71563784791032,67.33414179656305,6.693483983554675,49.754301423221555
06294,General Arenales,Buenos Aires,Pampeana,Pampeana-Educated,-2.572027338739504,1,110.0,2.0,11.0,1.2322099685786458,14903.0,16231.0,28.15843814529754,42.66941993617421,2.721982354045429,6.665058919762201
